record_id,source_table,webcam_id,image_url,llm_quality,llm_is_sunset,llm_is_sunrise,llm_confidence,llm_has_clouds,llm_color_palette,llm_obstruction,llm_time_of_day,llm_sky_coverage,llm_rating_explanation,llm_model,llm_provider,rated_at,human_calculated_rating,human_rating_count
3425,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/52308856165.jpg,0.72,True,False,0.85,False,Golden orange and warm pink transitioning to blue,,golden_hour,full,"Beautiful golden light illuminating Half Dome with warm orange and pink hues in a clear sky, though lacking dramatic clouds for higher impact.",claude-sonnet-4-5,anthropic,2026-05-13T05:21:03.058384+00:00,,0
3426,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/31363963556.jpg,0.72,True,False,0.85,False,warm golden orange and peach tones fading to pale blue,,golden_hour,partial,"Beautiful golden hour light with warm orange and peach hues illuminating the buildings and sky, though lacking dramatic clouds for higher impact.",claude-sonnet-4-5,anthropic,2026-05-13T05:21:11.147408+00:00,,0
3427,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/10943090593.jpg,0.0,False,False,0.95,False,"monochromatic beige-gray, heavily muted",fog,unclear,full,"Dense fog completely obscures any potential sunset or sunrise colors, leaving only a uniform gray-beige atmosphere.",claude-sonnet-4-5,anthropic,2026-05-13T05:21:21.797313+00:00,,0
3428,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/52203990701.jpg,0.45,True,False,0.75,False,"soft pink, peach, and pale blue gradient",,twilight,full,Gentle pastel gradient with minimal color intensity and no dramatic clouds or vivid hues.,claude-sonnet-4-5,anthropic,2026-05-13T05:21:30.852797+00:00,,0
3429,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22592134618.jpg,0.72,True,False,0.75,True,"Deep orange, golden yellow, warm amber tones",fog,golden_hour,full,"Vivid orange and golden sky with atmospheric haze creating a dramatic warm glow, though fog reduces some detail and contrast.",claude-sonnet-4-5,anthropic,2026-05-13T05:21:39.613347+00:00,,0
3430,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/34673211491.jpg,0.45,True,False,0.75,False,soft pastel pink and blue gradient,,twilight,full,"Gentle pastel colors in the sky with minimal drama or vivid hues, creating a calm but unremarkable twilight scene.",claude-sonnet-4-5,anthropic,2026-05-13T05:21:49.238994+00:00,,0
3431,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/28999391624.jpg,0.72,True,False,0.85,False,Deep orange transitioning to golden yellow and gray-blue,,twilight,full,"Vivid orange and golden gradient across the horizon with clear mountain silhouettes, though lacking dramatic cloud formations.",claude-sonnet-4-5,anthropic,2026-05-13T05:21:57.856165+00:00,,0
3432,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51866829348.jpg,0.65,True,True,0.75,False,golden yellow and warm orange with pale sky,,golden_hour,partial,Golden sunburst through trees with warm tones but limited sky visibility and no dramatic clouds to enhance the scene.,claude-sonnet-4-5,anthropic,2026-05-13T05:22:06.976825+00:00,,0
3433,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/24679838650.jpg,0.55,True,False,0.75,False,yellow-green gradient fading to pale yellow,,golden_hour,full,Moderate golden hour colors with yellow-green gradient but lacking dramatic clouds or vivid oranges and pinks.,claude-sonnet-4-5,anthropic,2026-05-13T05:22:15.584276+00:00,,0
3434,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/52459604654.jpg,0.72,True,False,0.85,False,"Deep orange, amber, and golden yellow transitioning to teal blue",,golden_hour,full,"Vivid orange and golden gradient with dramatic sun rays and clear silhouetted tree, though minimal cloud drama.",claude-sonnet-4-5,anthropic,2026-05-13T05:22:24.196010+00:00,,0
3435,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22822093770.jpg,0.65,True,False,0.75,True,"soft pink, peach, orange, and purple hues with gray-blue clouds",,golden_hour,mostly,"Pleasant golden hour colors with soft pink and orange tones illuminating the aircraft, though not dramatically vivid or intense.",claude-sonnet-4-5,anthropic,2026-05-13T05:22:34.105299+00:00,,0
3436,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/32293183044.jpg,0.0,False,False,1.0,False,dark green background,,day,none,"This is a close-up macro photograph of white and pink flowers with a bee, showing no sky or sunset/sunrise whatsoever.",claude-sonnet-4-5,anthropic,2026-05-13T05:22:42.384268+00:00,,0
3437,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/53143685796.jpg,0.0,False,False,0.95,False,overcast gray sky,,day,partial,Overcast daytime conditions with no visible sunset or sunrise colors in the gray sky.,claude-sonnet-4-5,anthropic,2026-05-13T05:22:51.395463+00:00,,0
3438,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/21974646701.jpg,0.72,True,False,0.85,True,"Orange, peach, golden yellow with gray-blue upper sky",,golden_hour,full,"Vivid orange and golden sunset with dramatic wispy clouds and beautiful reflection on calm water, though upper sky remains somewhat muted.",claude-sonnet-4-5,anthropic,2026-05-13T05:23:00.713134+00:00,,0
3439,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/48329928081.jpg,0.72,True,False,0.85,False,"golden yellow, warm orange, amber",building,golden_hour,partial,Warm golden light streaming through building windows creates a vivid golden hour atmosphere with rich amber tones.,claude-sonnet-4-5,anthropic,2026-05-13T05:23:09.623179+00:00,,0
3440,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51806499862.jpg,0.72,True,False,0.85,False,warm golden amber and honey tones throughout sky,,golden_hour,full,"Rich golden hour lighting bathes the entire scene in warm amber tones with good atmospheric haze creating depth, though lacking dramatic clouds or vivid color variation.",claude-sonnet-4-5,anthropic,2026-05-13T05:23:19.815126+00:00,,0
3441,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/23001795559.jpg,0.72,True,False,0.85,False,warm golden orange and amber tones,,golden_hour,full,"Rich golden-orange light illuminates autumn leaves against a warm gradient sky, creating a vivid golden hour scene with strong color saturation.",claude-sonnet-4-5,anthropic,2026-05-13T05:23:29.080668+00:00,,0
3442,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51911071699.jpg,0.45,True,False,0.75,False,soft blue sky with warm golden-orange light on trees,,golden_hour,partial,"Golden hour light illuminates the forest with warm tones, but the sky itself shows minimal dramatic color with mostly clear blue visible through the trees.",claude-sonnet-4-5,anthropic,2026-05-13T05:23:38.191460+00:00,,0
3443,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/4881970134.jpg,0.88,True,False,0.92,True,"vibrant orange, yellow, pink, and blue with dramatic cloud formations",,golden_hour,full,"Spectacular sunset with vivid orange and yellow hues reflecting perfectly in still water, enhanced by dramatic sweeping clouds across the entire sky.",claude-sonnet-4-5,anthropic,2026-05-13T05:23:47.380075+00:00,,0
3444,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51082303156.jpg,0.0,False,False,1.0,False,"artificial indoor lighting, white ceiling",building,unclear,none,This is an indoor museum hangar with aircraft displays and no sky visible whatsoever.,claude-sonnet-4-5,anthropic,2026-05-13T05:23:56.487766+00:00,,0
3446,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/21938643136.jpg,0.72,True,False,0.85,True,"Soft orange, peach, and golden hues transitioning to blue-gray",,golden_hour,full,"Vivid golden and orange colors reflected in calm water with subtle cloud formations creating a peaceful, well-balanced composition.",claude-sonnet-4-5,anthropic,2026-05-13T05:24:19.255146+00:00,,0
3447,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/33202533636.jpg,0.72,True,False,0.85,True,"orange, peach, gray, and deep blue with golden highlights",,golden_hour,full,Vivid orange and peach clouds with dramatic gray formations create a striking contrast across the entire sky at sunset.,claude-sonnet-4-5,anthropic,2026-05-13T05:24:28.165801+00:00,,0
3448,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/46329850034.jpg,0.72,True,False,0.85,False,warm golden orange and peach tones fading to dusky blue,,golden_hour,partial,"Vivid golden light illuminates the houses and reflects beautifully on the wet sand, though the sky itself shows moderate color without dramatic clouds.",claude-sonnet-4-5,anthropic,2026-05-13T05:24:37.383260+00:00,,0
3449,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51738709057.jpg,0.0,False,False,1.0,False,not applicable,,unclear,none,This is a collage of album cover images and music publication graphics with no actual sky or sunset visible.,claude-sonnet-4-5,anthropic,2026-05-13T05:24:46.387298+00:00,,0
3450,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/35856495393.jpg,0.82,True,False,0.85,True,"vibrant orange, peach, coral with yellow highlights",,golden_hour,full,"Dramatic orange and coral clouds fill the entire sky with rich, warm tones creating a vivid sunset scene.",claude-sonnet-4-5,anthropic,2026-05-13T05:24:54.275294+00:00,,0
3451,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/30621289841.jpg,0.72,True,False,0.85,True,Deep blue with pink and purple streaks,,blue_hour,full,Vivid blue hour sky with dramatic pink and purple cloud streaks creating a striking atmospheric scene.,claude-sonnet-4-5,anthropic,2026-05-13T05:25:03.945914+00:00,,0
3452,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/13757865534.jpg,0.78,True,True,0.85,True,"golden yellow, orange, pink, purple, and blue gradient",,golden_hour,mostly,Vibrant golden and orange sun with dramatic clouds and beautiful color gradient from warm yellows to cool purples and blues across the sky.,claude-sonnet-4-5,anthropic,2026-05-13T05:25:13.014688+00:00,,0
3453,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/37315003934.jpg,0.55,True,False,0.75,False,soft golden yellow and peachy orange tones,,golden_hour,partial,Gentle golden hour light with warm peachy hues but lacking dramatic clouds or vivid color saturation.,claude-sonnet-4-5,anthropic,2026-05-13T05:25:20.821375+00:00,,0
3454,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22386618583.jpg,0.88,True,False,0.85,True,"golden orange, soft pink, lavender, and blue",,golden_hour,full,"Dramatic volumetric clouds illuminated with rich golden and pink hues dominate the entire sky, creating a spectacular pastoral scene.",claude-sonnet-4-5,anthropic,2026-05-13T05:25:29.754265+00:00,,0
3455,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/4897913357.jpg,0.55,True,False,0.75,True,"soft blue, pale orange, and pink tones",,blue_hour,full,"Decent twilight scene with subtle pastel colors and soft cloud formations, but lacks the dramatic vivid hues of a higher quality sunset.",claude-sonnet-4-5,anthropic,2026-05-13T05:25:39.536518+00:00,,0
3456,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22784298399.jpg,0.88,True,False,0.92,True,"Deep orange, golden yellow, dark purple-gray clouds",,golden_hour,full,Spectacular sunset with dramatic layered clouds illuminated in vibrant orange and gold tones across the entire sky.,claude-sonnet-4-5,anthropic,2026-05-13T05:25:48.241805+00:00,,0
3457,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/16753500473.jpg,0.62,True,False,0.75,True,"Gray storm clouds with golden sunlight breaking through, blue sky patches",,golden_hour,full,"Dramatic storm clouds with golden sun breaking through create interesting contrast, though colors are more muted gray and gold rather than vibrant sunset hues.",claude-sonnet-4-5,anthropic,2026-05-13T05:25:57.416162+00:00,,0
3458,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/29618888357.jpg,0.72,True,False,0.85,False,"warm pink, peach, and golden tones across sky and landscape",,golden_hour,partial,"Beautiful golden hour light with warm pink and peach tones illuminating the entire landscape and sky, creating a vivid and cohesive color palette.",claude-sonnet-4-5,anthropic,2026-05-13T05:26:06.164972+00:00,,0
3459,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/53969911240.jpg,0.88,True,False,0.85,True,"Golden orange, warm yellow, deep blue, and purple tones",,golden_hour,full,Stunning golden-blue gradient with dramatic cloud formations and perfect reflections on calm water creating a split-tone masterpiece.,claude-sonnet-4-5,anthropic,2026-05-13T05:26:15.395866+00:00,,0
3460,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/21777756149.jpg,0.65,True,False,0.75,False,"soft peach, pink, and beige gradient",,golden_hour,full,"Pleasant pastel sunset colors with smooth gradient across the sky, though lacking dramatic clouds or intense saturation.",claude-sonnet-4-5,anthropic,2026-05-13T05:26:23.877694+00:00,,0
3461,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/44673594072.jpg,0.35,True,False,0.75,False,pale pink and blue gradient,,twilight,full,"Subtle pastel colors in the sky with minimal dramatic elements, showing a gentle twilight transition rather than vivid sunset hues.",claude-sonnet-4-5,anthropic,2026-05-13T05:26:32.683442+00:00,,0
3462,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22730073283.jpg,0.72,True,False,0.85,True,"soft peach, pink, and gray with warm orange horizon",,golden_hour,full,"Vivid warm colors along the horizon with subtle cloud formations creating a peaceful, well-balanced sunset scene over calm waters.",claude-sonnet-4-5,anthropic,2026-05-13T05:26:41.183473+00:00,,0
3463,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51550817191.jpg,0.0,False,False,1.0,False,overcast gray-white sky,,day,partial,"No sunset or sunrise visible, just overcast daytime conditions with a gray-white sky.",claude-sonnet-4-5,anthropic,2026-05-13T05:26:49.171549+00:00,,0
3464,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/27217216147.jpg,0.0,False,False,0.95,False,pale gray-blue overcast sky,,day,partial,Overcast daytime conditions with no visible sunset or sunrise colors in the pale gray sky.,claude-sonnet-4-5,anthropic,2026-05-13T05:26:57.669992+00:00,,0
3465,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22765718762.jpg,0.55,True,False,0.75,False,"golden yellow, warm amber, soft orange tones",,golden_hour,partial,Golden hour light filtering through trees with warm tones but limited sky visibility and no dramatic cloud formations.,claude-sonnet-4-5,anthropic,2026-05-13T05:27:06.648246+00:00,,0
3466,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/54476540283.jpg,0.45,True,False,0.75,False,soft pink and pale blue gradient,building,golden_hour,partial,"Gentle pastel colors visible in limited sky area above building, but most of frame is dominated by architecture rather than sunset display.",claude-sonnet-4-5,anthropic,2026-05-13T05:27:15.280343+00:00,,0
3467,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/38725476001.jpg,0.55,True,False,0.75,True,"soft orange, yellow, and pale blue with muted tones",,golden_hour,partial,"Decent sunset with warm golden tones visible through vehicle window, though lens flare and limited sky visibility reduce overall impact.",claude-sonnet-4-5,anthropic,2026-05-13T05:27:24.341425+00:00,,0
3468,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/15220517297.jpg,0.55,True,False,0.75,False,warm golden orange and soft yellow tones,,golden_hour,partial,"Moderate golden hour lighting with warm tones visible through trees, but limited sky visibility due to covered porch perspective and foreground wind chime obstruction.",claude-sonnet-4-5,anthropic,2026-05-13T05:27:34.170305+00:00,,0
3469,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51863416832.jpg,0.55,True,True,0.75,False,pale blue sky with golden sunburst,,golden_hour,partial,"Clear golden hour sun through bare trees with modest color in the sky, but lacks dramatic clouds or vivid sunset hues.",claude-sonnet-4-5,anthropic,2026-05-13T05:27:43.238430+00:00,,0
3470,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22612581616.jpg,0.72,True,False,0.85,True,"Golden orange, soft yellow, and blue with wispy clouds",,golden_hour,full,Vivid golden and orange hues with dramatic wispy cloud formations stretching across the entire sky create a compelling sunset scene.,claude-sonnet-4-5,anthropic,2026-05-13T05:27:51.735378+00:00,,0
3471,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/24591628949.jpg,0.0,False,False,1.0,False,not applicable,,unclear,none,"This is an illuminated manuscript page with medieval artwork and text, not a webcam image of a sunset or sunrise.",claude-sonnet-4-5,anthropic,2026-05-13T05:28:00.540714+00:00,,0
3472,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/24696670677.jpg,0.45,True,False,0.7,False,soft blue and pale golden tones,,golden_hour,partial,Gentle golden hour lighting with soft warm tones but minimal dramatic color in the sky itself.,claude-sonnet-4-5,anthropic,2026-05-13T05:28:11.045727+00:00,,0
3473,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/38015190766.jpg,0.65,True,False,0.7,False,bright yellow-white with warm golden tones,,golden_hour,partial,"Golden hour light with warm yellow tones visible through foliage, though sky detail is limited by composition focus on foreground flowers.",claude-sonnet-4-5,anthropic,2026-05-13T05:28:20.520808+00:00,,0
3474,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/23482895464.jpg,0.72,True,False,0.85,True,"soft orange, pink, peach, and blue gradient",,golden_hour,full,"Vivid warm colors with soft orange and pink tones reflecting beautifully on calm water, enhanced by wispy clouds and peaceful harbor scene.",claude-sonnet-4-5,anthropic,2026-05-13T05:28:29.111326+00:00,,0
3475,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/20135148086.jpg,0.0,False,False,1.0,False,pale beige and gray overcast,,day,partial,"No sunset or sunrise visible, just overcast daytime sky with two dogs in the foreground.",claude-sonnet-4-5,anthropic,2026-05-13T05:28:36.587359+00:00,,0
3476,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/31907629560.jpg,0.55,True,False,0.75,True,"soft peach, pale pink, and muted blue-gray",,golden_hour,mostly,"Gentle golden hour light with soft pastel colors in the clouds, but lacking the dramatic vivid oranges and reds of a higher quality sunset.",claude-sonnet-4-5,anthropic,2026-05-13T05:28:45.771172+00:00,,0
3477,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/48039079067.jpg,0.55,True,False,0.75,True,Deep blue transitioning to orange and yellow at horizon,,blue_hour,full,Decent sunset with warm orange-yellow glow at horizon blending into deep blue twilight sky with subtle cloud texture.,claude-sonnet-4-5,anthropic,2026-05-13T05:28:54.694114+00:00,,0
3478,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/52288094406.jpg,0.78,True,True,0.85,True,"warm golden orange, soft blue, peachy horizon glow",,golden_hour,full,Beautiful golden hour light illuminating volcanic landscape with dramatic cloud layer and warm orange-golden tones throughout the scene.,claude-sonnet-4-5,anthropic,2026-05-13T05:29:03.826603+00:00,,0
3479,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/44909942984.jpg,0.0,False,False,1.0,False,complete black background,,night,full,"No sunset or sunrise visible, only dried grass stalks photographed against a completely black night sky.",claude-sonnet-4-5,anthropic,2026-05-13T05:29:12.529012+00:00,,0
3480,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/24044246593.jpg,0.72,True,False,0.85,True,"Deep blue, coral pink, orange, and golden yellow",,twilight,full,Vivid orange and pink horizon with dramatic blue clouds creating a striking color contrast across the ocean scene.,claude-sonnet-4-5,anthropic,2026-05-13T05:29:20.951816+00:00,,0
3481,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/52338736450.jpg,0.55,True,False,0.75,False,warm golden orange and deep blue,building,golden_hour,partial,Golden hour light creates warm tones on the building but sky shows limited dramatic color with clear conditions and significant architectural obstruction.,claude-sonnet-4-5,anthropic,2026-05-13T05:29:30.005928+00:00,,0
3482,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/33073499725.jpg,0.45,True,False,0.75,False,pale blue transitioning to soft peach and amber near horizon,,golden_hour,partial,"Gentle golden hour light with subtle warm tones near the horizon, but lacking dramatic colors or clouds for a more impressive display.",claude-sonnet-4-5,anthropic,2026-05-13T05:29:39.031933+00:00,,0
3483,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22655345582.jpg,0.65,True,False,0.75,False,"soft peach, pink, and lavender gradient",,golden_hour,full,"Pleasant pastel sunset colors with smooth gradient across the sky, though lacking dramatic clouds or intense saturation.",claude-sonnet-4-5,anthropic,2026-05-13T05:29:47.553088+00:00,,0
3484,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/16029606473.jpg,0.72,True,False,0.85,False,Golden orange and peach tones with warm amber highlights,,golden_hour,mostly,"Vivid golden hour light with strong sun reflection on water and warm peachy sky tones, though lacking dramatic clouds for higher impact.",claude-sonnet-4-5,anthropic,2026-05-13T05:29:58.918482+00:00,,0
3485,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/24775378308.jpg,0.72,True,False,0.85,True,"golden yellow, soft orange, blue-gray clouds",,golden_hour,full,Vivid golden and orange hues with dramatic wispy clouds creating an attractive layered sky composition.,claude-sonnet-4-5,anthropic,2026-05-13T05:30:07.076635+00:00,,0
3486,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/46816627362.jpg,0.62,True,False,0.75,True,"golden yellow, warm orange, soft blue-gray",,golden_hour,mostly,"Warm golden light illuminates the buildings with soft pastel colors in the sky, though the sunset colors are somewhat muted by cloud cover.",claude-sonnet-4-5,anthropic,2026-05-13T05:30:16.227391+00:00,,0
3487,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51772982425.jpg,0.65,True,False,0.75,True,"golden yellow, warm orange, soft gray with blue undertones",,golden_hour,full,"Good golden hour light with warm colors and layered clouds, though colors are somewhat muted by the urban/industrial setting and atmospheric haze.",claude-sonnet-4-5,anthropic,2026-05-13T05:30:24.895476+00:00,,0
3488,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/15604939964.jpg,0.55,True,False,0.75,False,warm golden orange and pale blue,,golden_hour,partial,Golden hour lighting with warm tones visible but limited sky coverage and no dramatic clouds or vivid sunset colors in the visible portion.,claude-sonnet-4-5,anthropic,2026-05-13T05:30:33.874989+00:00,,0
3489,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/54478567881.jpg,0.55,True,False,0.75,False,warm golden orange and soft blue,building,golden_hour,partial,"Golden hour light bathes the buildings in warm orange tones with clear blue sky, but limited sky visibility and lack of dramatic clouds reduce the overall impact.",claude-sonnet-4-5,anthropic,2026-05-13T05:30:43.261353+00:00,,0
3490,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/54310011393.jpg,0.0,False,False,0.95,True,"overcast gray and blue, no warm tones",,day,mostly,"No sunset or sunrise colors present, just overcast daytime conditions with gray-blue sky.",claude-sonnet-4-5,anthropic,2026-05-13T05:30:53.907456+00:00,,0
3491,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/24237420264.jpg,0.45,True,False,0.75,False,Deep blue fading to orange and yellow at horizon,,twilight,mostly,Modest sunset with warm orange glow at horizon but limited color spread and no dramatic cloud formations.,claude-sonnet-4-5,anthropic,2026-05-13T05:31:02.556623+00:00,,0
3492,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/52368719310.jpg,0.72,True,False,0.85,True,"Golden orange, soft pink, warm yellow with dark blue-gray storm clouds",,golden_hour,mostly,Vivid golden sunset with dramatic contrast between warm orange light and dark storm clouds creating visual interest across the sky.,claude-sonnet-4-5,anthropic,2026-05-13T05:31:11.315615+00:00,,0
3493,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/21903406705.jpg,0.45,True,False,0.75,True,soft pink and peach tones with light blue sky,building,golden_hour,partial,"Modest golden hour colors with soft pink clouds, but windmill structure dominates the frame and blocks much of the sky view.",claude-sonnet-4-5,anthropic,2026-05-13T05:31:19.951723+00:00,,0
3494,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/31137963362.jpg,0.72,True,False,0.75,True,"golden orange, warm amber, soft peach with gray-blue clouds",,golden_hour,mostly,Vivid golden light with dramatic cloud formations and strong atmospheric haze creating layers of warm tones across mountains and beach.,claude-sonnet-4-5,anthropic,2026-05-13T05:31:30.391348+00:00,,0
3495,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/20861226315.jpg,0.55,True,False,0.75,True,"soft yellows, pale blues, and light gray clouds",building,golden_hour,mostly,"Moderate golden hour colors with soft yellows and clouds, but lacking vibrant oranges or pinks for a more dramatic sunset.",claude-sonnet-4-5,anthropic,2026-05-13T05:31:38.962707+00:00,,0
3496,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/9474634153.jpg,0.0,False,False,0.95,True,dark gray and deep blue,,night,partial,This is a nighttime scene with dark clouds and no visible sunset or sunrise colors.,claude-sonnet-4-5,anthropic,2026-05-13T05:31:46.496792+00:00,,0
3497,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/15119680258.jpg,0.45,True,False,0.75,False,soft blue sky with warm golden light on pier pillars,,blue_hour,full,Gentle blue hour scene with subtle warm tones on the pier structure but minimal dramatic color in the sky itself.,claude-sonnet-4-5,anthropic,2026-05-13T05:31:54.613637+00:00,,0
3498,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/49856215876.jpg,0.72,True,False,0.85,True,"Orange, pink, and blue gradient with warm golden tones near horizon",,golden_hour,full,"Vivid orange and pink gradient across the horizon with good color saturation and clear atmospheric layers, though not exceptionally dramatic.",claude-sonnet-4-5,anthropic,2026-05-13T05:32:03.337249+00:00,,0
3499,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22541549094.jpg,0.88,True,False,0.85,True,"Warm peach, orange, and pink tones with blue sky patches",,golden_hour,full,"Dramatic clouds illuminated with rich peach and orange hues dominate the entire sky, creating a spectacular golden hour scene over the harvested field.",claude-sonnet-4-5,anthropic,2026-05-13T05:32:11.975395+00:00,,0
3500,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/24311616879.jpg,0.72,True,False,0.85,False,Deep blue sky with warm orange-golden bridge lighting,,blue_hour,full,Blue hour scene with vivid orange illuminated Golden Gate Bridge creating strong warm-cool color contrast against the twilight sky.,claude-sonnet-4-5,anthropic,2026-05-13T05:32:21.050161+00:00,,0
3501,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/15469588893.jpg,0.88,True,False,0.85,True,"vibrant orange, pink, purple, and golden hues with darker blue-gray tones",,golden_hour,full,"Spectacular sunset with dramatic layered clouds displaying rich orange, pink, and purple colors across the entire panoramic sky, beautifully reflected in the wet beach and water.",claude-sonnet-4-5,anthropic,2026-05-13T05:32:29.348962+00:00,,0
